bytes,packets,duration,src_ip_hash,dst_ip_hash,src_port,dst_port,protocol,timestamp,log_file,log_stream,anomaly_score,z_score,is_anomaly,threat_level
135915,123,17,817,7713,49787,5432,6,1747473431027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10753123806230552,-0.32718478959993263,False,Normal
161993,733,28,5477,8465,57901,110,6,1747473436027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11422945123669076,-0.45847256710404793,False,Normal
2584,4,19,1901,5085,40024,53,2,1747473524027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1564511667569249,-1.2860358364040438,False,Normal
188331,39,58,9758,4374,443,37742,17,1747473526027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,0.011677290376977623,2.009352186884998,True,Moderate
170847,123,24,148,7055,62113,110,6,1747473538027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.10376372142627516,-0.2533398890306693,False,Normal
9702,7,37,7453,9197,62929,3389,1,1747473560027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11241414493619589,-0.4228918049699639,False,Normal
8694,6,8,6303,8487,64353,3306,2,1747473623027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11726400104990603,-0.5179510116280424,False,Normal
2088,9,17,1528,8137,34536,80,1,1747473627027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.11972347171112635,-0.5661576644385254,False,Normal
78820,70,25,7832,2076,993,56216,17,1747473630027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.021910732531451815,1.3510129009291227,False,Low
329840,560,13018,6423,2119,42147,80,6,1747473648027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,0.06862837288090973,3.1256172046941675,True,High
1020,10,19,3572,1288,36837,995,2,1747473678027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12197558070937825,-0.6102999419952037,False,Normal
8757,9,52,4399,320,38168,995,2,1747473747027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1109359507351616,-0.3939185808696314,False,Normal
114495,51,30,5624,4969,48896,993,17,1747473781027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12697158807276387,-0.7082237742257737,False,Normal
1137,3,3,3869,4275,52040,21,2,1747473804027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.15509385185356922,-1.2594318970555274,False,Normal
3588,3,45,2261,1741,44230,143,1,1747473819027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1368796023163556,-0.9024249941115028,False,Normal
609,1,56,825,2654,110,49606,1,1747473887027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.04820274953316228,0.8356783798578685,False,Normal
97451,19,34,2765,5070,44344,443,17,1747473929027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.12394042106601172,-0.648811634122183,False,Normal
312192,288,45,7524,4447,25,51568,6,1747473938027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.03976990777381795,1.0009656025551104,False,Low
1496,2,4,5203,2644,55153,993,1,1747473959027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.14440975567657688,-1.0500191469385862,False,Normal
25697,7,37,2068,6555,3306,42229,17,1747473980027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.02141001885362892,1.3608270982703878,False,Low
2517,3,20,847,9087,35531,53,2,1747473984027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.122751525743104,-0.6255087889355757,False,Normal
669370,95,12,7877,3949,34146,22,17,1747473996027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.07084565689857708,0.39186793267697384,False,Normal
3760,4,42,553,9227,3389,33660,1,1747474006027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.0502214339722622,0.7961113212122777,False,Normal
524244,474,27,7760,439,143,44907,6,1747474036027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.016340009375823583,1.4602014028702046,False,Low
3633,7,12,6217,8434,33962,22,1,1747474041027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1238405423570989,-0.6468539696866453,False,Normal
1342,2,33,5067,6923,58580,995,1,1747474067027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1595866231208674,-1.34749209149269,False,Normal
433290,858,39,91,5122,65270,21,6,1747474079027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.06367428733525365,0.5324297731435998,False,Normal
587367,561,24,1465,3496,52236,110,6,1747474081027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.1165720818211406,-0.5043891055805668,False,Normal
16277,41,21,5107,8909,21,49486,17,1747474082027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.02017269325777782,1.3850791970464402,False,Low
146304,24,49,3220,2749,35902,3306,17,1747474111027,eni-feda94f1-1a274087_20250517_175925.json,eni-feda94f1-1a274087,-0.08362230330117476,0.14144032362928877,False,Normal
